UniprotID	Q9UK32-2
Accession	Q9UK32;B2R854;B7ZL90;Q6FHX2;Q8WX28;Q9H4S6
EntryName	KS6A6_HUMAN
ProteinName	Ribosomal protein S6 kinase alpha-6 (S6K-alpha-6) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 6) (p90-RSK 6) (p90RSK6) (Ribosomal S6 kinase 4) (RSK-4) (pp90RSK4)
GeneName	RPS6KA6 RSK4
Length	745
Function	Constitutively active serine/threonine-protein kinase that exhibits growth-factor-independent kinase activity and that may participate in p53/TP53-dependent cell growth arrest signaling and play an inhibitory role during embryogenesis.
Subcellular Location	Cytoplasm; Cytosol; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.5689499
pNuLoCRegion	23...47
