UniprotID	Q10567-2
Accession	Q10567;C9JRD1;F8WDL0;P78436;Q20WL3;Q86X54
EntryName	AP1B1_HUMAN
ProteinName	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)
GeneName	AP1B1 ADTB1 BAM22 CLAPB2
Length	942
Function	Subunit of clathrin-associated adaptor protein complex 1 that plays a role in protein sorting in the late-Golgi/trans-Golgi network (TGN) and/or endosomes (PubMed:31630791). The AP complexes mediate both the recruitment of clathrin to membranes and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules.
Subcellular Location	Golgi apparatus; Cytoplasmic vesicle; Clathrin-coated vesicle membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.6000685
pNuLoCRegion	20...27;87...97;160...161;476...487;500...517;540...554
