UniprotID	Q92576-2
Accession	Q92576;A3KFI8;Q14CR5;Q5CZI1;Q5T1T6;Q9NQ16;Q9UI45
EntryName	PHF3_HUMAN
ProteinName	PHD finger protein 3
GeneName	PHF3 KIAA0244
Length	1951
Function	
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.76660275
pNuLoCRegion	116...136;1300...1313
