UniprotID	Q66K74-2
Accession	Q66K74;B4DH53;Q27QB1;Q6NXF1;Q8N3L8;Q8N3W5;Q8NI88;Q96H94;Q96IT4;Q96SP8;Q9BRC6;Q9H928;Q9NVK7
EntryName	MAP1S_HUMAN
ProteinName	Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) (Variable charge Y chromosome 2-interacting protein 1) (VCY2-interacting protein 1) (VCY2IP-1) [Cleaved into: MAP1S heavy chain; MAP1S light chain]
GeneName	MAP1S BPY2IP1 C19orf5 MAP8 VCY2IP1
Length	1033
Function	Microtubule-associated protein that mediates aggregation of mitochondria resulting in cell death and genomic destruction (MAGD). Plays a role in anchoring the microtubule organizing center to the centrosomes. Binds to DNA. Plays a role in apoptosis. Involved in the formation of microtubule bundles (By similarity).
Subcellular Location	Nucleus; Cytoplasm; Cytosol; Cytoplasm; Cytoskeleton; Cytoplasm; Cytoskeleton; Spindle
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.80407906
pNuLoCRegion	65...71;109...111;267...270
