UniprotID	Q14693-7
Accession	Q14693;A8MU38;B4DET9;B4DGS4;B4DGZ6;B5MC18;B7Z858;D6W506;E7ESE7;F5GY24;Q53T25
EntryName	LPIN1_HUMAN
ProteinName	Phosphatidate phosphatase LPIN1 (EC 3.1.3.4) (Lipin-1)
GeneName	LPIN1 KIAA0188
Length	975
Function	Acts as a magnesium-dependent phosphatidate phosphatase enzyme which catalyzes the conversion of phosphatidic acid to diacylglycerol during triglyceride, phosphatidylcholine and phosphatidylethanolamine biosynthesis and therefore controls the metabolism of fatty acids at different levels (PubMed:20231281, PubMed:23426360, PubMed:29765047, PubMed:31695197). Is involved in adipocyte differentiation (By similarity). Recruited at the mitochondrion outer membrane and is involved in mitochondrial fission by converting phosphatidic acid to diacylglycerol (By similarity). Acts also as nuclear transcriptional coactivator for PPARGC1A/PPARA regulatory pathway to modulate lipid metabolism gene expression (By similarity).
Subcellular Location	Cytoplasm; Cytosol; Endoplasmic reticulum membrane; Nucleus membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.8668789
pNuLoCRegion	53...75;203...213;473...476;571...580
