UniprotID	Q13075-2
Accession	Q13075;B9EG72;E9PHD1;O75857;Q13730;Q59GI6;Q8TDZ4;Q99796
EntryName	BIRC1_HUMAN
ProteinName	Baculoviral IAP repeat-containing protein 1 (Neuronal apoptosis inhibitory protein)
GeneName	NAIP BIRC1
Length	1241
Function	Anti-apoptotic protein which acts by inhibiting the activities of CASP3, CASP7 and CASP9. Can inhibit the autocleavage of pro-CASP9 and cleavage of pro-CASP3 by CASP9. Capable of inhibiting CASP9 autoproteolysis at 'Asp-315' and decreasing the rate of auto proteolysis at 'Asp-330'. Acts as a mediator of neuronal survival in pathological conditions. Prevents motor-neuron apoptosis induced by a variety of signals. Possible role in the prevention of spinal muscular atrophy that seems to be caused by inappropriate persistence of motor-neuron apoptosis: mutated or deleted forms of NAIP have been found in individuals with severe spinal muscular atrophy.
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.53971964
pNuLoCRegion	16...43;52...55
