UniprotID	Q7Z553-2
Accession	Q7Z553;F6W3S7;J3KPX6
EntryName	MDGA2_HUMAN
ProteinName	MAM domain-containing glycosylphosphatidylinositol anchor protein 2 (MAM domain-containing protein 1)
GeneName	MDGA2 MAMDC1 UNQ8188/PRO23197
Length	727
Function	May be involved in cell-cell interactions.
Subcellular Location	Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.28915596
pNuLoCRegion	11...21;151...165;260...272;312...314
