UniprotID	Q14203-4
Accession	Q14203;A8MY36;B4DM45;E9PFS5;E9PGE1;G5E9H4;O95296;Q6IQ37;Q9BRM9;Q9UIU1;Q9UIU2
EntryName	DCTN1_HUMAN
ProteinName	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)
GeneName	DCTN1
Length	1253
Function	Part of the dynactin complex that activates the molecular motor dynein for ultra-processive transport along microtubules (By similarity). Plays a key role in dynein-mediated retrograde transport of vesicles and organelles along microtubules by recruiting and tethering dynein to microtubules. Binds to both dynein and microtubules providing a link between specific cargos, microtubules and dynein. Essential for targeting dynein to microtubule plus ends, recruiting dynein to membranous cargos and enhancing dynein processivity (the ability to move along a microtubule for a long distance without falling off the track). Can also act as a brake to slow the dynein motor during motility along the microtubule (PubMed:25185702). Can regulate microtubule stability by promoting microtubule formation, nucleation and polymerization and by inhibiting microtubule catastrophe in neurons. Inhibits microtubule catastrophe by binding both to microtubules and to tubulin, leading to enhanced microtubule stability along the axon (PubMed:23874158). Plays a role in metaphase spindle orientation (PubMed:22327364). Plays a role in centriole cohesion and subdistal appendage organization and function. Its recruitment to the centriole in a KIF3A-dependent manner is essential for the maintenance of centriole cohesion and the formation of subdistal appendage. Also required for microtubule anchoring at the mother centriole (PubMed:23386061). Plays a role in primary cilia formation (PubMed:25774020).
Subcellular Location	Cytoplasm; Cytoplasm; Cytoskeleton; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Centriole; Cytoplasm; Cytoskeleton; Spindle; Nucleus envelope; Cytoplasm; Cell cortex
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.5192218
pNuLoCRegion	90...101
