UniprotID	Q9P203-5
Accession	Q9P203;A8K5V7;Q69Z05;Q7Z308;Q86TS0;Q9HAA4;Q9NVM0
EntryName	BTBD7_HUMAN
ProteinName	BTB/POZ domain-containing protein 7
GeneName	BTBD7 KIAA1525
Length	781
Function	Acts as a mediator of epithelial dynamics and organ branching by promoting cleft progression. Induced following accumulation of fibronectin in forming clefts, leading to local expression of the cell-scattering SNAIL2 and suppression of E-cadherin levels, thereby altering cell morphology and reducing cell-cell adhesion. This stimulates cell separation at the base of forming clefts by local, dynamic intercellular gap formation and promotes cleft progression (By similarity).
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.77578783
pNuLoCRegion	8...31;77...105;136...158
