UniprotID	Q16363-2
Accession	Q16363;A0A0A0MQS9;Q14731;Q14735;Q15335;Q4LE44;Q5SZG8;Q9BTB8;Q9UE18;Q9UJN9
EntryName	LAMA4_HUMAN
ProteinName	Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha)
GeneName	LAMA4
Length	1816
Function	Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components.
Subcellular Location	Secreted; Extracellular space; Extracellular matrix; Basement membrane; Secreted
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.08617808
pNuLoCRegion	
