UniprotID	Q9Y6H5-3
Accession	Q9Y6H5;D3DSZ1;Q05BS1;Q1PSC2;Q49AC6;Q504U9;Q6L984;Q6L985;Q6L986;Q9HC59
EntryName	SNCAP_HUMAN
ProteinName	Synphilin-1 (Sph1) (Alpha-synuclein-interacting protein)
GeneName	SNCAIP
Length	1016
Function	Isoform 2 inhibits the ubiquitin ligase activity of SIAH1 and inhibits proteasomal degradation of target proteins. Isoform 2 inhibits autoubiquitination and proteasomal degradation of SIAH1, and thereby increases cellular levels of SIAH. Isoform 2 modulates SNCA monoubiquitination by SIAH1.
Subcellular Location	Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.60708743
pNuLoCRegion	33...35
