UniprotID	Q8IZ83-3
Accession	Q8IZ83;B4DLQ1;C9JBH6;Q86YF0;Q8IYL4;Q8TEI8
EntryName	A16A1_HUMAN
ProteinName	Aldehyde dehydrogenase family 16 member A1
GeneName	ALDH16A1
Length	751
Function	
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.16163796
pNuLoCRegion	62...66;127...133
